uniqueid,sitetype2,orgunituid,sitename,snu1,snu2,psnu,snu1uid,psnuuid,snu2uid,diff_snu2,gis_na,lon,lat
135,1,AO9H0p4eV9F,Ikot Utu Model Primary Health Centre,Akwa Ibom,Obot Akara,ak Obot Akara,pRNjUammgeK,OcjOTIIz6PZ,OcjOTIIz6PZ,0,0,7.63361,5.25896
136,1,uNmMXYmtxxt,Nto Edino Primary Health Centre,Akwa Ibom,Obot Akara,ak Obot Akara,pRNjUammgeK,OcjOTIIz6PZ,OcjOTIIz6PZ,0,0,7.59912,5.2517
137,1,ePgQNwqnAZ3,Nto Eton Health Post,Akwa Ibom,Obot Akara,ak Obot Akara,pRNjUammgeK,OcjOTIIz6PZ,OcjOTIIz6PZ,0,0,7.58177,5.20128
138,1,kOsbI5PXTJp,Obot Akara Primary Health Centre,Akwa Ibom,Obot Akara,ak Obot Akara,pRNjUammgeK,OcjOTIIz6PZ,OcjOTIIz6PZ,0,0,7.6584,5.27064
139,1,LBgwDTw2C8u,Nto Edino Comprehensive Health Centre,Akwa Ibom,Obot Akara,ak Obot Akara,pRNjUammgeK,OcjOTIIz6PZ,OcjOTIIz6PZ,0,0,7.57542,5.25368
140,1,Bd9zC4esWvG,Mbokpu Oduobo Primary Health Centre,Akwa Ibom,Okobo,ak Okobo,pRNjUammgeK,yNiTlEQJJOr,yNiTlEQJJOr,0,0,8.08492,4.73274
141,1,wuMrrFOzGUt,Utine Nduong Health Centre,Akwa Ibom,Okobo,ak Okobo,pRNjUammgeK,yNiTlEQJJOr,yNiTlEQJJOr,0,0,8.0962,4.84025
142,1,hURCKR0F6TX,Okobo General Hospital,Akwa Ibom,Okobo,ak Okobo,pRNjUammgeK,yNiTlEQJJOr,yNiTlEQJJOr,0,0,8.12571,4.86318
143,1,Oj5Vfz8YO0F,Okopedi Primary Health Centre,Akwa Ibom,Okobo,ak Okobo,pRNjUammgeK,yNiTlEQJJOr,yNiTlEQJJOr,0,0,8.12861,4.84448
144,1,VV2YaEKzT3W,Oti Oro Primary Health Centre,Akwa Ibom,Okobo,ak Okobo,pRNjUammgeK,yNiTlEQJJOr,yNiTlEQJJOr,1,0,8.133571877,4.821704568
145,1,jg0VSQiAIZZ,Eweme Model Primary Health Centre,Akwa Ibom,Okobo,ak Okobo,pRNjUammgeK,yNiTlEQJJOr,yNiTlEQJJOr,0,0,8.09426,4.80864
146,1,IU4lXhgmRYl,Ima Abasi Maternity Home- Ekeya,Akwa Ibom,Okobo,ak Okobo,pRNjUammgeK,yNiTlEQJJOr,yNiTlEQJJOr,0,0,8.13333,4.85734
147,1,yoSOoXriY80,Onna Comprehensive Health Centre,Akwa Ibom,Onna,ak Onna,pRNjUammgeK,qEnUjTAp97f,qEnUjTAp97f,0,0,7.83864,4.65564
148,1,MdGPW2P6oIx,Onna Kp One Stop Shop- Virtual,Akwa Ibom,Onna,ak Onna,pRNjUammgeK,qEnUjTAp97f,qEnUjTAp97f,0,1,7.854342777,4.628370672
149,1,sxyt05OKcc5,Mkpok Health Centre,Akwa Ibom,Onna,ak Onna,pRNjUammgeK,qEnUjTAp97f,qEnUjTAp97f,0,0,7.85546,4.63811
150,1,dmrFYPiuKAA,Abase Abat Primary Health Centre,Akwa Ibom,Onna,ak Onna,pRNjUammgeK,qEnUjTAp97f,qEnUjTAp97f,0,0,7.86125,4.62233
151,1,lcN4UPIp3pu,Ikot Eko Ibon General Hospital,Akwa Ibom,Onna,ak Onna,pRNjUammgeK,qEnUjTAp97f,qEnUjTAp97f,0,0,7.80534,4.6135
152,1,zcgVnWVoZx8,Ikot Idem Udo Primary Health Centre,Akwa Ibom,Onna,ak Onna,pRNjUammgeK,qEnUjTAp97f,qEnUjTAp97f,0,0,7.81339,4.68952
153,1,ZCn9RKMoA8g,Jafaar Clinic Ndon Eyon,Akwa Ibom,Onna,ak Onna,pRNjUammgeK,qEnUjTAp97f,qEnUjTAp97f,0,0,7.85619,4.62737
154,1,PsOMzYYAOLb,Ikot Annang Primary Health Centre,Akwa Ibom,Onna,ak Onna,pRNjUammgeK,qEnUjTAp97f,qEnUjTAp97f,0,0,7.84881,4.62225
155,1,xtcq7SetHe8,Oron Kp One Stop Shop- Virtual,Akwa Ibom,Oron,ak Oron,pRNjUammgeK,Aa1whDXzJ2c,Aa1whDXzJ2c,0,1,8.23278069,4.809816712
156,1,OeJa4jlFOD7,Oron Christ Victory Medical Centre,Akwa Ibom,Oron,ak Oron,pRNjUammgeK,Aa1whDXzJ2c,Aa1whDXzJ2c,0,0,8.23477,4.80133
157,1,KXfvlSNOaBj,Esin U0Ot Primary Health Centre,Akwa Ibom,Oron,ak Oron,pRNjUammgeK,Aa1whDXzJ2c,Aa1whDXzJ2c,0,0,8.24646,4.80905
158,1,RuHdlmhOXxR,St Patricks Clinic,Akwa Ibom,Oron,ak Oron,pRNjUammgeK,Aa1whDXzJ2c,Aa1whDXzJ2c,0,1,8.23278069,4.809816712
159,1,oCg2otG1srn,Eyo Abasi Health Post,Akwa Ibom,Oron,ak Oron,pRNjUammgeK,Aa1whDXzJ2c,Aa1whDXzJ2c,0,0,8.23231,4.79438
160,1,ae7th0rTtXI,Oron General Hospital (Iquita),Akwa Ibom,Oron,ak Oron,pRNjUammgeK,Aa1whDXzJ2c,Aa1whDXzJ2c,0,0,8.23395,4.81902
161,1,RtB8GUggaMq,Uwem Foundation Specialist Hospital,Akwa Ibom,Oron,ak Oron,pRNjUammgeK,Aa1whDXzJ2c,Aa1whDXzJ2c,0,0,8.23172,4.81085
162,1,CTL8iNhJwBB,Idua Assang Health Post,Akwa Ibom,Oron,ak Oron,pRNjUammgeK,Aa1whDXzJ2c,Aa1whDXzJ2c,0,0,8.23567,4.82518
163,1,JDpK41NqR4I,Priscon Clinic,Akwa Ibom,Oron,ak Oron,pRNjUammgeK,Aa1whDXzJ2c,Aa1whDXzJ2c,0,1,8.23278069,4.809816712
164,1,ouAjSy5U9Lm,Uya Oro Health Post,Akwa Ibom,Oron,ak Oron,pRNjUammgeK,Aa1whDXzJ2c,Aa1whDXzJ2c,0,0,8.21242,4.79175
165,1,KoqLhs30kXm,Family Foundation Clinic,Akwa Ibom,Oruk Anam,ak Oruk Anam,pRNjUammgeK,R3xzKk95P1a,R3xzKk95P1a,1,0,7.65819869,4.803163051
166,1,v7kZu2IZKDM,Ikot Esenam Health Centre,Akwa Ibom,Oruk Anam,ak Oruk Anam,pRNjUammgeK,R3xzKk95P1a,R3xzKk95P1a,1,0,7.65819869,4.803163051
167,1,c3kbJokGc4i,Ekparakwa Health Centre,Akwa Ibom,Oruk Anam,ak Oruk Anam,pRNjUammgeK,R3xzKk95P1a,R3xzKk95P1a,0,0,7.74429,4.84492
168,1,gqJLAa2yUxY,Oruk Anam Primary Health Centre,Akwa Ibom,Oruk Anam,ak Oruk Anam,pRNjUammgeK,R3xzKk95P1a,R3xzKk95P1a,1,0,7.65819869,4.803163051
169,1,mAgpQm4pI6l,Ukpom Edem Inyang Primary Health Centre,Akwa Ibom,Oruk Anam,ak Oruk Anam,pRNjUammgeK,R3xzKk95P1a,R3xzKk95P1a,0,0,7.756,4.88105
170,1,nGR9a1EEjSe,Ikot Akpan Essien Health Centre,Akwa Ibom,Oruk Anam,ak Oruk Anam,pRNjUammgeK,R3xzKk95P1a,R3xzKk95P1a,0,0,7.62732,4.73532
171,1,SkBX3Toxsby,Ikot Okoro General Hospital,Akwa Ibom,Oruk Anam,ak Oruk Anam,pRNjUammgeK,R3xzKk95P1a,R3xzKk95P1a,0,0,7.7024,4.90752
172,1,E3oAjMwPTJx,Eyo Okponung Primary Health Centre,Akwa Ibom,Udung Uko,ak Udung Uko,pRNjUammgeK,iyBox8IdIwz,iyBox8IdIwz,0,0,8.24045,4.7658
173,1,WM7LdSsibsk,Udung Uko Kp One Stop Shop- Virtual,Akwa Ibom,Udung Uko,ak Udung Uko,pRNjUammgeK,iyBox8IdIwz,iyBox8IdIwz,0,1,8.260228059,4.752640521
174,1,tnkmHqHxeyp,Eyofin Primary Health Centre,Akwa Ibom,Udung Uko,ak Udung Uko,pRNjUammgeK,iyBox8IdIwz,iyBox8IdIwz,0,0,8.23336,4.75663
175,1,PBvN0n4G8hf,Ikot Akpa Ntuk Primary Health Centre,Akwa Ibom,Ukanafun,ak Ukanafun,pRNjUammgeK,VrBYQf8rbPc,VrBYQf8rbPc,0,0,7.56178,4.87553
176,1,kPFzFxb61Uz,Northern Afaha Health Centre,Akwa Ibom,Ukanafun,ak Ukanafun,pRNjUammgeK,VrBYQf8rbPc,VrBYQf8rbPc,0,0,7.61547,4.85723
177,1,l1uvWVMaokB,Ekpene Ibia Primary Health Center,Akwa Ibom,Uruan,ak Uruan,pRNjUammgeK,fxkXzAmjGtQ,fxkXzAmjGtQ,1,0,8.055167542,5.010996663
178,1,HfmNgrzgWEZ,Ituk Mbang Methodist General Hospital,Akwa Ibom,Uruan,ak Uruan,pRNjUammgeK,fxkXzAmjGtQ,fxkXzAmjGtQ,0,0,8.02732,4.91717
179,1,QMs8rQLRnLB,Use Primary Health Centre,Akwa Ibom,Uruan,ak Uruan,pRNjUammgeK,fxkXzAmjGtQ,fxkXzAmjGtQ,0,0,8.05981,4.94701
180,1,lQTQ4TXvJyY,Idu-Uruan Primary Health Centre,Akwa Ibom,Uruan,ak Uruan,pRNjUammgeK,fxkXzAmjGtQ,fxkXzAmjGtQ,1,0,8.055167542,5.010996663
181,1,s04k18oAHbQ,Nwaniba Primary Health Centre,Akwa Ibom,Uruan,ak Uruan,pRNjUammgeK,fxkXzAmjGtQ,fxkXzAmjGtQ,0,0,8.03871,5.04625
182,1,KwX0sJpQG48,Ikot Otoenyie Health Post,Akwa Ibom,Uruan,ak Uruan,pRNjUammgeK,fxkXzAmjGtQ,fxkXzAmjGtQ,0,0,8.03753,4.98689
183,1,L9BtLFuM11b,Ndon Ebom Primary Health Center,Akwa Ibom,Uruan,ak Uruan,pRNjUammgeK,fxkXzAmjGtQ,fxkXzAmjGtQ,0,0,8.0588,4.90425
184,1,w5eSPCsTUXh,Ibiaku Isshiet Primary Health Centre,Akwa Ibom,Uruan,ak Uruan,pRNjUammgeK,fxkXzAmjGtQ,fxkXzAmjGtQ,0,0,8.00807,4.95359
185,1,gNraY9lqY0q,Mbiaya Comprehensive Health Centre,Akwa Ibom,Uruan,ak Uruan,pRNjUammgeK,fxkXzAmjGtQ,fxkXzAmjGtQ,0,0,7.97181,5.07892
186,1,O7ZT10hlis4,Base Urue Offong Primary Health Centre,Akwa Ibom,Urue-Offong/Oruko,ak Urue-Offong-Oruko,pRNjUammgeK,HqzA0kbnPTT,HqzA0kbnPTT,0,0,8.16697,4.7534
187,1,QWkhj6LkQMO,Oruko Primary Health Centre,Akwa Ibom,Urue-Offong/Oruko,ak Urue-Offong-Oruko,pRNjUammgeK,HqzA0kbnPTT,HqzA0kbnPTT,0,0,8.1738,4.71054
188,1,hBMgAL3QIyX,Mbokpu-Eyoakan Health Centre,Akwa Ibom,Urue-Offong/Oruko,ak Urue-Offong-Oruko,pRNjUammgeK,HqzA0kbnPTT,HqzA0kbnPTT,0,0,8.13866,4.72414
189,1,amXJpQydaBz,Oruko General Hospital,Akwa Ibom,Urue-Offong/Oruko,ak Urue-Offong-Oruko,pRNjUammgeK,HqzA0kbnPTT,HqzA0kbnPTT,0,0,8.17651,4.72407
190,1,bpiu4ybCVk7,Oyoku Ibighi Health Centre,Akwa Ibom,Urue-Offong/Oruko,ak Urue-Offong-Oruko,pRNjUammgeK,HqzA0kbnPTT,HqzA0kbnPTT,0,0,8.19761,4.78018
191,1,L9aOC5x6Dm8,Ikpe Oro Health Post,Akwa Ibom,Urue-Offong/Oruko,ak Urue-Offong-Oruko,pRNjUammgeK,HqzA0kbnPTT,HqzA0kbnPTT,0,0,8.11901,4.72244
192,1,VaoQjIUcmDy,Ibotong Health Post,Akwa Ibom,Urue-Offong/Oruko,ak Urue-Offong-Oruko,pRNjUammgeK,HqzA0kbnPTT,HqzA0kbnPTT,0,0,8.16338,4.75962
193,1,bTaWOxebwQJ,Oduonim Health Post,Akwa Ibom,Urue-Offong/Oruko,ak Urue-Offong-Oruko,pRNjUammgeK,HqzA0kbnPTT,HqzA0kbnPTT,0,0,8.18212,4.70037
194,1,QyxkyoPQ237,Zoe Consultants Hospital,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,1,7.915027705,5.009302797
195,1,eZd4RFsCm7c,Dan Abia Specialist Clinic,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,1,0,7.915027705,5.009302797
196,1,Wpbeq1IYUGg,Premier Medical Centre,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.95464,5.02349
197,1,Oc1K8DmRm1Q,Unwana Family Hospital,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.91244,5.03292
198,1,OQS9c6ymKTk,Sheltered Specialist Hospital,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,1,7.915027705,5.009302797
199,1,kuXwV4l4NMq,Aka Offot Health Centre,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.91093,5.00387
200,1,TeUPDYF4sGG,Uyo Heartland Alliance Community Centre,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.95685,5.00581
201,1,SID33mOR18v,Utibe Ima Medical Center,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,1,7.915027705,5.009302797
202,1,dfVvy6IwDFZ,Mainland Clinic,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.92125,5.01999
203,1,Vz80DZ0MoFG,Marickson Hospital,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.9368,5.01051
204,1,UnF6McHvobI,University of Uyo Youth Friendly Centre,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.92388,5.04444
205,1,OX2RLpRPBK4,Idoro Obio Health Centre,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.8668,5.02565
206,1,VusBKeS840r,Ifa Ikot Health Centre,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.97822,5.00351
207,1,CCcAjuVA9e3,Gateway Hospital,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.92064,5.03043
208,1,haVyJANCBNp,First Line Clinics And Surgery,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,1,7.915027705,5.009302797
209,1,JtzEimEaHSe,Mbak Etoi Primary Health Centre,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.99879,4.99937
210,1,nnjEYKiOt3O,Uyo St Athanasius Medical Centre,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.91389,5.02422
211,1,NowTPGhEUeN,Uwakmfon Specialist Hospital,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.93717,5.02981
212,1,qlDibKC0IEv,University Teaching Hospital,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.8604,5.01168
213,1,siGKb9DTTcY,Ikot Okubo Primary Health Centre,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.88637,5.01956
214,1,vVnDk5RgWyb,Our Lady of Lourdes Infirmary,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.92202,5.04022
215,1,wj03dAcVomS,Ifa Atai Health Post,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.99258,4.97762
216,1,YjxQYf0Wb3T,Mbiabong Primary Health Centre,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.95976,4.99558
217,1,Cmu3rczjJ3v,Lifecare Clinic,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.93756,5.02887
218,1,V8YT2NNlWDV,Faith Medical Centre,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.92348,5.03092
219,1,GNxyTCxwfNv,Uyo Police Hospital,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.90685,5.00012
220,1,uEVMPceCov1,Uyo Base Primary Health Centre,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.93546,5.04131
221,1,m6RTY41CWge,Dyme Hospital And Maternity,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.93444,5.00842
222,1,ScMpgHeSzU8,Precious Seed Clinic,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.95723,4.9942
223,1,ByosPb3uhpZ,Oku Model Health Centre Uyo,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.91704,5.04418
224,1,zyNpCab6d3Z,University of Uyo Medical Centre,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.92633,5.03871
225,1,OvwdEjZGjKt,Ikot Ayan Ikono Primary Health Centre,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.83337,4.99275
226,1,DJmk6h2XHiH,Nci Medical Centre,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.91501,5.01594
227,1,zDZmjvQ96yV,Dammy Memorial Hospital,Akwa Ibom,Uyo,ak Uyo,pRNjUammgeK,HzF1QcC3jfm,HzF1QcC3jfm,0,0,7.9165,5.02472
228,1,qtckkPtd1zQ,Kandudi Specialist Hospital,Anambra,Aguata,an Aguata,LXdsxJVo6Gk,DFMlCbHb8A8,DFMlCbHb8A8,0,0,7.12873,5.9757
229,1,TtNU8zDQTqB,Igboukwu Diocesan Hospital,Anambra,Aguata,an Aguata,LXdsxJVo6Gk,DFMlCbHb8A8,DFMlCbHb8A8,0,0,7.0193,6.01968
230,1,t2Nwu9XDk4d,Chidera Model Hospital And Maternity Home,Anambra,Aguata,an Aguata,LXdsxJVo6Gk,DFMlCbHb8A8,DFMlCbHb8A8,0,0,7.08196,5.9357
231,1,vdq2GEoDaU6,Aguata Primary Health Centre,Anambra,Aguata,an Aguata,LXdsxJVo6Gk,DFMlCbHb8A8,DFMlCbHb8A8,0,0,7.09198,6.01442
232,1,Gxtwm2IUAvH,Ekwulobia General Hospital,Anambra,Aguata,an Aguata,LXdsxJVo6Gk,DFMlCbHb8A8,DFMlCbHb8A8,0,0,7.07592,6.01809
233,1,q3npGmpr7jB,Umuchu Visitation Hospital,Anambra,Aguata,an Aguata,LXdsxJVo6Gk,DFMlCbHb8A8,DFMlCbHb8A8,0,0,7.12334,5.93592
234,1,cmzZbUX3cGw,Umueri Diocesan Hospital And Maternity,Anambra,Anambra East,an Anambra East,LXdsxJVo6Gk,WympM6A8Dyz,WympM6A8Dyz,0,0,6.846,6.33639
235,1,gtLJZDkoOBJ,Aguleri Immaculate Heart Hospital,Anambra,Anambra East,an Anambra East,LXdsxJVo6Gk,WympM6A8Dyz,WympM6A8Dyz,0,0,6.89155,6.33101
236,1,rnuQ07KLnnj,Umueze Anam Primary Health Centre,Anambra,Anambra West,an Anambra West,LXdsxJVo6Gk,ia5DjoyiJml,ia5DjoyiJml,1,0,6.809284693,6.498867958
237,1,dIdqPfyMCVJ,Neni Comprehensive Health Centre Nauth,Anambra,Anaocha,an Anaocha,LXdsxJVo6Gk,sgqANA29vHG,sgqANA29vHG,0,0,6.97608,6.07492
238,1,RZZDd9hVjdr,Adazi St Joseph Hospital,Anambra,Anaocha,an Anaocha,LXdsxJVo6Gk,sgqANA29vHG,sgqANA29vHG,0,0,7.03035,6.10225
239,1,hJaxCbxFdLS,Anambra State University Teaching Hospital,Anambra,Awka South,an Awka South,LXdsxJVo6Gk,JyswUUSs0Ga,JyswUUSs0Ga,0,0,7.07998,6.22297
240,1,qIjqxMKTc8E,God Is Able Maternity Home,Anambra,Awka South,an Awka South,LXdsxJVo6Gk,JyswUUSs0Ga,JyswUUSs0Ga,0,0,7.06677,6.16743
241,1,vSs8HGhz2i9,Regina Caeli Hospital,Anambra,Awka South,an Awka South,LXdsxJVo6Gk,JyswUUSs0Ga,JyswUUSs0Ga,0,0,7.07401,6.22338
242,1,xkRlTJBZ79F,Awka Faith Hospital,Anambra,Awka South,an Awka South,LXdsxJVo6Gk,JyswUUSs0Ga,JyswUUSs0Ga,0,0,7.06424,6.22243
243,1,OaDlk4Ffi9u,Trinity Hospital And Maternity,Anambra,Awka South,an Awka South,LXdsxJVo6Gk,JyswUUSs0Ga,JyswUUSs0Ga,0,0,7.06527,6.2054
244,1,vXQYAhkWDFv,Ukpo Comprehensive Health Centre,Anambra,Dunukofia,an Dunukofia,LXdsxJVo6Gk,LnzMu6ek3Y9,LnzMu6ek3Y9,1,0,6.978254162,6.273600178
245,1,lg153HStqaI,Ozubulu St. Jude Hospital And Maternity,Anambra,Ekwusigo,an Ekwusigo,LXdsxJVo6Gk,UjwHpQb8RFM,UjwHpQb8RFM,0,0,6.84601,5.96655
246,1,S6BM5MjtOr6,Orafite General Hospital,Anambra,Ekwusigo,an Ekwusigo,LXdsxJVo6Gk,UjwHpQb8RFM,UjwHpQb8RFM,0,0,6.83884,5.99992
247,1,ChKm6shbRNJ,Obosi St Martin's Hospital,Anambra,Idemili North,an Idemili North,LXdsxJVo6Gk,EXvdc4ppwoz,EXvdc4ppwoz,0,0,6.80156,6.11218
248,1,DMSChigclvX,Iyi-Enu Hospital,Anambra,Idemili North,an Idemili North,LXdsxJVo6Gk,EXvdc4ppwoz,EXvdc4ppwoz,0,0,6.84972,6.15446
249,1,iS2evJ9w5Os,Nkpor Crown Hospital Maternity,Anambra,Idemili North,an Idemili North,LXdsxJVo6Gk,EXvdc4ppwoz,EXvdc4ppwoz,0,0,6.86065,6.12214
250,1,UWquziI5Peu,Madueke Memorial Hospital And Maternity,Anambra,Idemili North,an Idemili North,LXdsxJVo6Gk,EXvdc4ppwoz,EXvdc4ppwoz,0,0,6.83721,6.15507
251,1,qgqhqfcKGdq,Immaculate Heart Hospital (Nkpor),Anambra,Idemili North,an Idemili North,LXdsxJVo6Gk,EXvdc4ppwoz,EXvdc4ppwoz,0,0,6.86829,6.13585
252,1,O25753qyKJk,Praises Health Care Madam Denco Clinic,Anambra,Idemili North,an Idemili North,LXdsxJVo6Gk,EXvdc4ppwoz,EXvdc4ppwoz,1,0,6.883135597,6.12972226
253,1,qvt6oTQ7By7,Ojotu Uno Primary Health Centre,Anambra,Idemili South,an Idemili South,LXdsxJVo6Gk,GzWt3GqoM7i,GzWt3GqoM7i,0,0,6.89379,6.08865
254,1,ZV1Fk6gIXJz,Ebenesi Nnobi Primary Health Centre,Anambra,Idemili South,an Idemili South,LXdsxJVo6Gk,GzWt3GqoM7i,GzWt3GqoM7i,0,0,6.94391,6.04274
255,1,mS9v4wYl05U,Oba Comprehensive Health Centre (Trauma Centre),Anambra,Idemili South,an Idemili South,LXdsxJVo6Gk,GzWt3GqoM7i,GzWt3GqoM7i,0,0,6.83323,6.05928
256,1,T6Wx5UabHht,Ojoto-Obofia Primary Health Centre,Anambra,Idemili South,an Idemili South,LXdsxJVo6Gk,GzWt3GqoM7i,GzWt3GqoM7i,0,0,6.87157,6.0708
257,1,hpy0psIMqSV,Nnobi Chukwunonso Hospital & Maternity,Anambra,Idemili South,an Idemili South,LXdsxJVo6Gk,GzWt3GqoM7i,GzWt3GqoM7i,0,0,6.95356,6.04413
258,1,Ilr05AToeXm,Eziani Health Centre,Anambra,Ihiala,an Ihiala,LXdsxJVo6Gk,kKXpnEpWHau,kKXpnEpWHau,0,0,6.86589,5.85206
259,1,QxjGLYSI8JF,Our Lady of Lourdes Hospital,Anambra,Ihiala,an Ihiala,LXdsxJVo6Gk,kKXpnEpWHau,kKXpnEpWHau,0,0,6.8618,5.86285
260,1,cHx0SynlcSV,Nnamdi Azikiwe University Teaching Hospital,Anambra,Nnewi North,an Nnewi North,LXdsxJVo6Gk,zfiun4GPDku,zfiun4GPDku,0,0,6.91473,6.02607
261,1,wPTAa1ma3wy,Otolo Umuenem Primary Health Centre,Anambra,Nnewi North,an Nnewi North,LXdsxJVo6Gk,zfiun4GPDku,zfiun4GPDku,0,0,6.93818,6.0161
262,1,zhRuexFZvIb,Abubor Nnewichi Obioma Specialist Hospital,Anambra,Nnewi North,an Nnewi North,LXdsxJVo6Gk,zfiun4GPDku,zfiun4GPDku,1,0,6.903873875,6.003930559
263,1,aaLlTiXCFJX,Nnewi Diocesan Hospital,Anambra,Nnewi North,an Nnewi North,LXdsxJVo6Gk,zfiun4GPDku,zfiun4GPDku,0,0,6.93143,6.00461
264,1,N23HBtM1xn9,Zenith Hospital And Maternity,Anambra,Nnewi North,an Nnewi North,LXdsxJVo6Gk,zfiun4GPDku,zfiun4GPDku,0,0,6.91759,6.03697
265,1,h1Gwe05xHF3,Otolo Nnewi Chidiera Hospital,Anambra,Nnewi North,an Nnewi North,LXdsxJVo6Gk,zfiun4GPDku,zfiun4GPDku,0,0,6.93203,6.025
266,1,IIXdhByG6KB,Amichi Diocesan Hospital,Anambra,Nnewi South,an Nnewi South,LXdsxJVo6Gk,NF6SfRY1kto,NF6SfRY1kto,0,0,6.9652,5.99515
267,1,wjxuSn1nNXt,Osumenyi Visitation Hospital,Anambra,Nnewi South,an Nnewi South,LXdsxJVo6Gk,NF6SfRY1kto,NF6SfRY1kto,0,0,6.9732,5.9557
268,1,VsHKymoen6e,Okpoko Kings Kidd Hospital And Maternity,Anambra,Ogbaru,an Ogbaru,LXdsxJVo6Gk,ECHIr3eP4t4,ECHIr3eP4t4,0,0,6.78523,6.11307
269,1,VH4JhFc5gHb,Okpoko St Luke's Diocesan Hospital,Anambra,Ogbaru,an Ogbaru,LXdsxJVo6Gk,ECHIr3eP4t4,ECHIr3eP4t4,0,0,6.78574,6.12067
270,1,HSTf9UcNBJl,Goodnews Hospital And Maternity,Anambra,Ogbaru,an Ogbaru,LXdsxJVo6Gk,ECHIr3eP4t4,ECHIr3eP4t4,0,0,6.7696,6.1203
271,1,A5Mfq0M4fNk,Patricia Memorial Hospital And Maternity Aka Baby,Anambra,Ogbaru,an Ogbaru,LXdsxJVo6Gk,ECHIr3eP4t4,ECHIr3eP4t4,1,0,6.738233128,5.907204262
